"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P5_4","P5_5","P5_6","P5_7","P5_8_1","P5_8_2","P5_9","P5_10","P5_11_1","P5_11_2","P5_12","P5_13","P5_14","P5_15","P5_16","P5_17_1","P5_17_2","P5_18_1","P5_18_2","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0006139","06","3","01","06","2","5","1","","","","","000050000","000060000","1","2","","","","","","","","","135","0001273",1743,"1","2"
"0006139","06","3","01","07","2","5","1","","","","","000050000","000060000","1","2","","","","","","","","","135","0001273",1743,"1","2"
"0006141","08","1","01","01","1","5","1","","","","","000120000","000100000","0","2","","","","","","","","","135","0001273",1743,"1","2"
"0006143","10","1","01","01","1","2","1","","","","","000025000","000015000","0","2","","","","","","","","","135","0001273",1743,"1","2"
"0006147","15","1","01","01","1","5","1","","","","","000500000","000001200","0","2","","","","","","","","","135","0001273",1743,"1","2"
"0006147","15","1","02","01","1","8","1","","","","","000050000","000000000","","","","","","","","","","","135","0001273",1743,"1","2"
"0006149","17","1","12","01","2","5","1","","","","","000150000","000000000","","","","","","","","","","","135","0001273",1743,"1","2"
"0006153","01","1","01","01","1","6","1","","","","","000100000","000180000","0","2","","","","","","","","","136","0001274",3360,"2","3"
"0006155","03","1","02","01","4","5","1","","","","","000050000","000000050","1","2","","","","","","","","","136","0001274",3360,"2","3"
"0006161","09","1","02","01","1","5","1","","","","","004000000","000300000","0","2","","","","","","","","","136","0001274",3360,"2","3"
"0006163","11","1","01","01","1","5","1","","","","","000080000","000040000","0","2","","","","","","","","","136","0001274",3360,"2","3"
"0006163","11","1","01","02","2","5","1","","","","","000100000","000065000","0","2","","","","","","","","","136","0001274",3360,"2","3"
"0006163","11","1","02","01","1","4","1","","","","","999999888","000600000","0","1","20","00500000","03000","00050000","01","00","99","9","136","0001274",3360,"2","3"
"0006164","12","1","01","01","2","1","1","","","","","000800000","000010000","1","2","","","","","","","","","136","0001274",3360,"2","3"
"0006168","16","1","01","01","1","2","1","","","","","000250000","999999999","0","2","","","","","","","","","136","0001274",3360,"2","3"
"0006169","17","1","01","01","2","1","1","","","","","999999999","999999999","0","2","","","","","","","","","136","0001274",3360,"2","3"
"0006173","02","1","01","01","2","8","1","","","","","000060000","000000000","","","","","","","","","","","136","0001275",3675,"1","3"
"0006180","11","1","02","01","2","1","1","","","","","000020000","000000000","","","","","","","","","","","136","0001275",3675,"1","3"
"0006186","17","1","01","01","2","1","1","","","","","000100000","000000000","","","","","","","","","","","136","0001275",3675,"1","3"
"0006190","02","1","01","01","2","1","1","","","","","999999999","000000000","","","","","","","","","","","136","0001276",3289,"1","3"
"0006191","03","1","01","01","2","1","1","","","","","000250000","000000000","","","","","","","","","","","136","0001276",3289,"1","3"
"0006196","09","1","01","01","2","1","1","","","","","000020000","000000000","","","","","","","","","","","136","0001276",3289,"1","3"
"0006198","11","1","01","01","2","1","1","","","","","000400000","000000000","","","","","","","","","","","136","0001276",3289,"1","3"
"0006199","12","1","02","01","2","1","1","","","","","000100000","000000100","1","2","","","","","","","","","136","0001276",3289,"1","3"
"0006200","15","1","01","01","2","1","1","","","","","999999888","000030000","0","2","","","","","","","","","136","0001276",3289,"1","3"
"0006202","18","1","01","01","2","1","1","","","","","000020000","000010000","0","2","","","","","","","","","136","0001276",3289,"1","3"
"0006203","20","1","01","01","2","1","2","2","","","50","000010000","000000000","","","","","","","","","","","136","0001276",3289,"1","3"
"0006204","01","1","01","01","2","1","1","","","","","000060000","000060000","0","2","","","","","","","","","137","0001278",2381,"1","4"
"0006204","01","1","01","02","2","5","1","","","","","000080000","000030000","0","2","","","","","","","","","137","0001278",2381,"1","4"
"0006204","01","1","02","01","2","1","1","","","","","000080000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006206","05","1","01","01","2","1","1","","","","","000020000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006206","05","1","02","01","2","1","1","","","","","000020000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006206","05","1","04","01","3","3","1","","","","","000050000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006207","07","1","01","01","2","1","1","","","","","000100000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006207","07","1","02","01","1","6","1","","","","","000040000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006207","07","1","03","01","2","1","1","","","","","000100000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006207","07","1","03","02","2","1","1","","","","","000100000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006209","09","1","01","01","2","1","1","","","","","000200000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006209","09","1","01","02","2","5","1","","","","","000100000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006209","09","1","01","03","2","5","1","","","","","000050000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006209","09","1","01","04","2","5","1","","","","","000120000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006209","09","1","01","05","2","5","1","","","","","000060000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006209","09","1","01","06","2","5","1","","","","","000060000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006209","09","1","02","01","1","5","1","","","","","000200000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006209","09","1","02","02","2","1","1","","","","","000200000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006210","10","1","01","01","2","1","1","","","","","000090000","000009000","1","2","","","","","","","","","137","0001278",2381,"1","4"
"0006212","12","1","01","01","2","1","1","","","","","000100000","000015000","0","2","","","","","","","","","137","0001278",2381,"1","4"
"0006212","12","1","01","02","2","1","1","","","","","000200000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006212","12","1","01","03","2","1","1","","","","","000200000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006212","12","1","01","04","2","1","1","","","","","000100000","000002000","0","2","","","","","","","","","137","0001278",2381,"1","4"
"0006212","12","1","01","05","2","1","1","","","","","000100000","000030000","0","2","","","","","","","","","137","0001278",2381,"1","4"
"0006212","12","1","01","06","2","1","1","","","","","000100000","000004000","0","2","","","","","","","","","137","0001278",2381,"1","4"
"0006214","15","1","01","01","2","1","1","","","","","000150000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006214","15","1","01","02","2","1","1","","","","","000200000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006214","15","1","01","03","2","1","1","","","","","000100000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006215","16","1","01","01","2","1","1","","","","","000040000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006215","16","1","01","02","2","8","1","","","","","000060000","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006219","20","1","01","01","2","1","1","","","","","000003500","000000000","","","","","","","","","","","137","0001278",2381,"1","4"
"0006219","20","1","01","02","2","1","1","","","","","000012000","000000800","0","2","","","","","","","","","137","0001278",2381,"1","4"
"0006222","04","1","01","01","2","1","1","","","","","999999999","000000000","","","","","","","","","","","137","0001279",2278,"1","4"
"0006224","06","1","02","01","1","6","1","","","","","000003000","000000000","","","","","","","","","","","137","0001279",2278,"1","4"
"0006225","08","1","02","01","1","5","1","","","","","000800000","000300000","0","2","","","","","","","","","137","0001279",2278,"1","4"
"0006225","08","1","02","02","2","1","1","","","","","000200000","000000000","","","","","","","","","","","137","0001279",2278,"1","4"
"0006225","08","1","02","03","2","1","1","","","","","000080000","000000000","","","","","","","","","","","137","0001279",2278,"1","4"
"0006226","09","1","01","01","2","1","1","","","","","000100000","000000000","","","","","","","","","","","137","0001279",2278,"1","4"
"0006233","19","1","01","01","2","8","1","","","","","000100000","000050000","0","2","","","","","","","","","137","0001279",2278,"1","4"
"0006233","19","1","01","02","2","1","2","2","","","50","000025000","000000000","","","","","","","","","","","137","0001279",2278,"1","4"
"0006247","13","1","02","01","1","2","1","","","","","000040000","000000000","","","","","","","","","","","137","0001280",2520,"1","4"
"0006250","17","2","02","01","2","5","1","","","","","000100000","000050000","0","2","","","","","","","","","137","0001280",2520,"1","4"
"0006254","01","1","01","01","2","5","1","","","","","000130000","999999999","0","2","","","","","","","","","137","0001281",1883,"1","4"
"0006257","05","1","01","01","1","7","1","","","","","000020000","000002000","0","2","","","","","","","","","137","0001281",1883,"1","4"
"0006258","06","1","01","01","2","1","1","","","","","000130000","000042500","0","2","","","","","","","","","137","0001281",1883,"1","4"
"0006258","06","1","02","01","1","5","1","","","","","000040000","000010000","0","2","","","","","","","","","137","0001281",1883,"1","4"
"0006259","08","1","01","01","2","5","1","","","","","000030000","000000000","","","","","","","","","","","137","0001281",1883,"1","4"
"0006259","08","1","02","01","1","6","1","","","","","000200000","000000000","","","","","","","","","","","137","0001281",1883,"1","4"
"0006263","14","1","02","01","2","1","1","","","","","000600000","999999999","0","2","","","","","","","","","137","0001281",1883,"1","4"
"0006265","16","1","01","01","2","1","1","","","","","000250000","000220000","0","2","","","","","","","","","137","0001281",1883,"1","4"
"0006266","17","1","02","01","2","5","1","","","","","000050000","000035000","0","2","","","","","","","","","137","0001281",1883,"1","4"
"0006267","18","1","01","01","2","1","1","","","","","000200000","000130000","0","2","","","","","","","","","137","0001281",1883,"1","4"
"0006267","18","1","02","01","2","1","1","","","","","000040000","000000000","","","","","","","","","","","137","0001281",1883,"1","4"
"0006270","21","1","02","01","2","5","1","","","","","000040000","000040000","0","2","","","","","","","","","137","0001281",1883,"1","4"
"0006272","01","1","01","01","2","1","1","","","","","999999999","000000000","","","","","","","","","","","137","0001282",2911,"1","4"
"0006272","01","1","01","02","2","8","1","","","","","999999999","000000000","","","","","","","","","","","137","0001282",2911,"1","4"
"0006274","03","1","01","01","2","1","1","","","","","000200000","000000000","","","","","","","","","","","137","0001282",2911,"1","4"
"0006277","06","1","01","01","2","1","1","","","","","000300000","000200000","0","2","","","","","","","","","137","0001282",2911,"1","4"
"0006278","07","1","01","01","2","1","1","","","","","000400000","000120000","0","2","","","","","","","","","137","0001282",2911,"1","4"
"0006278","07","1","02","01","1","6","1","","","","","000500000","000300000","0","2","","","","","","","","","137","0001282",2911,"1","4"
"0006279","08","1","01","01","2","1","1","","","","","000400000","000008000","0","2","","","","","","","","","137","0001282",2911,"1","4"
