"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P8_12","P8_13","P8_14_1","P8_14_2","P8_15","P8_16","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0015704","04","1","02","01","3","00380","99","9","003500","01","362","0003024",769,"2","4"
"0015705","05","1","01","01","2","00750","99","9","007000","00","362","0003024",769,"2","4"
"0015709","10","1","05","01","9","00000","99","9","000800","01","362","0003024",769,"2","4"
"0015712","13","1","01","01","3","02200","54","0","023000","00","362","0003024",769,"2","4"
"0015717","18","1","02","01","3","00300","25","0","001500","01","362","0003024",769,"2","4"
"0015723","06","1","01","01","3","01215","99","9","003500","00","362","0003025",782,"1","4"
"0015729","12","1","01","01","3","03000","99","9","017000","00","362","0003025",782,"1","4"
"0015729","12","1","01","02","7","00500","99","9","008000","00","362","0003025",782,"1","4"
"0015731","14","1","01","01","3","00300","99","9","003000","05","362","0003025",782,"1","4"
"0015733","16","1","03","01","3","00556","99","9","003000","00","362","0003025",782,"1","4"
"0015742","11","1","01","01","3","00160","08","0","000370","00","362","0003026",850,"2","4"
"0015743","12","1","03","01","3","01000","08","0","006000","04","362","0003026",850,"2","4"
"0015754","04","1","01","01","1","01800","99","9","013000","00","365","0003028",1413,"4","1"
"0015754","04","1","01","02","9","01000","99","9","002200","00","365","0003028",1413,"4","1"
"0015756","02","1","02","01","1","05000","45","0","017000","00","364","0003029",3591,"3","1"
"0015756","02","1","02","02","2","08000","45","0","036000","00","364","0003029",3591,"3","1"
"0015757","03","1","02","01","1","01000","99","9","005000","00","364","0003029",3591,"3","1"
"0015762","01","1","01","01","3","01400","99","9","020000","06","363","0003032",6810,"2","1"
"0015766","03","1","02","01","3","00080","99","9","004000","00","363","0003033",6137,"2","1"
"0015767","04","1","02","01","3","02300","99","9","001300","02","363","0003033",6137,"2","1"
"0015768","05","1","01","01","2","01300","99","0","011000","01","363","0003033",6137,"2","1"
"0015772","02","1","01","01","7","01050","99","9","009000","00","372","0003035",9052,"2","1"
"0015772","02","1","03","01","3","99888","65","5","003000","02","372","0003035",9052,"2","1"
"0015772","02","1","04","01","3","00300","99","9","002000","02","372","0003035",9052,"2","1"
"0015774","03","1","02","01","1","00500","14","0","001100","03","373","0003036",3396,"3","1"
"0015774","03","1","02","02","2","00200","35","0","000700","01","373","0003036",3396,"3","1"
"0015775","04","1","01","01","3","00200","25","0","001000","00","373","0003036",3396,"3","1"
"0015782","04","1","02","01","3","01500","15","0","002300","00","374","0003039",1603,"4","1"
"0015789","03","1","01","01","1","99999","99","9","999999","00","378","0003042",5463,"2","1"
"0015789","03","1","02","01","1","04000","99","9","010000","00","378","0003042",5463,"2","1"
"0015791","03","1","03","01","3","03215","99","9","023000","01","379","0003043",3171,"4","1"
"0015792","04","1","02","01","1","03000","48","8","010319","00","379","0003043",3171,"4","1"
"0015793","01","2","01","01","1","00750","99","9","007500","00","368","0003044",2873,"3","1"
"0015794","03","1","01","01","1","00900","99","9","999999","00","368","0003044",2873,"3","1"
"0015794","03","1","01","02","2","01100","99","9","006500","00","368","0003044",2873,"3","1"
"0015796","05","1","01","01","1","00120","99","9","999999","00","368","0003044",2873,"3","1"
"0015796","05","1","03","01","2","00900","99","9","007000","00","368","0003044",2873,"3","1"
"0015796","05","1","03","02","3","01200","21","0","007000","00","368","0003044",2873,"3","1"
"0015796","05","1","03","03","1","00450","47","9","003500","00","368","0003044",2873,"3","1"
"0015800","03","1","02","01","1","00450","99","9","003800","01","368","0003046",3050,"3","1"
"0015801","05","1","02","01","1","00900","99","9","009800","00","368","0003046",3050,"3","1"
"0015802","01","1","01","01","3","00000","99","9","000000","00","367","0003047",8997,"2","1"
"0015803","02","1","01","01","3","00200","99","9","001700","00","367","0003047",8997,"2","1"
"0015803","02","1","01","02","5","00165","99","9","000300","00","367","0003047",8997,"2","1"
"0015803","02","1","02","01","3","00000","99","9","003000","03","367","0003047",8997,"2","1"
"0015804","03","1","02","01","3","00500","99","9","001500","00","367","0003047",8997,"2","1"
"0015804","03","1","02","02","1","00220","99","9","001000","00","367","0003047",8997,"2","1"
"0015807","05","1","01","01","3","00300","99","9","001300","00","368","0003048",3141,"3","1"
"0015808","02","1","01","01","9","00830","99","9","002100","00","369","0003049",920,"4","1"
"0015809","04","2","01","01","3","00300","99","9","000500","00","369","0003049",920,"4","1"
"0015810","01","1","02","01","1","03000","24","0","010000","00","368","0003050",2612,"3","1"
"0015810","01","1","02","02","2","01200","24","0","005000","00","368","0003050",2612,"3","1"
"0015811","03","1","02","01","1","01200","99","9","005000","00","368","0003050",2612,"3","1"
"0015815","04","1","03","01","9","00400","07","0","002000","02","367","0003051",7200,"2","1"
"0015817","03","1","02","01","3","00800","99","9","003000","02","368","0003052",3220,"3","1"
"0015818","04","1","02","01","3","00125","99","9","000875","01","368","0003052",3220,"3","1"
"0015821","03","1","02","01","3","01200","99","9","010500","00","367","0003053",7978,"2","1"
"0015822","04","1","02","01","3","00600","99","9","011000","03","367","0003053",7978,"2","1"
"0015822","04","1","03","01","3","01500","99","9","009000","01","367","0003053",7978,"2","1"
"0015829","02","1","03","01","2","00550","99","9","003000","00","369","0003055",744,"4","1"
"0015832","01","1","01","01","1","00700","99","9","006500","00","369","0003056",738,"4","1"
"0015832","01","1","02","01","1","01000","99","9","009000","00","369","0003056",738,"4","1"
"0015832","01","1","03","01","1","00600","99","9","005000","00","369","0003056",738,"4","1"
"0015832","01","1","03","02","9","01000","99","9","001000","00","369","0003056",738,"4","1"
"0015837","01","1","02","01","1","00700","99","9","999999","00","369","0003057",786,"4","1"
"0015837","01","1","02","02","2","99999","99","9","000000","00","369","0003057",786,"4","1"
"0015842","05","1","01","01","3","00500","99","9","007500","12","380","0003058",3568,"2","1"
"0015842","05","1","03","01","3","00700","99","9","002300","04","380","0003058",3568,"2","1"
"0015846","01","1","01","01","3","00000","99","9","006000","02","380","0003060",3051,"4","1"
"0015846","01","1","02","01","3","00400","34","5","001800","03","380","0003060",3051,"4","1"
"0015850","04","1","01","01","1","99888","99","9","999999","00","370","0003061",4307,"4","1"
"0015854","05","1","03","01","1","00215","99","9","000600","00","370","0003062",2934,"2","1"
"0015857","03","1","01","01","3","00389","99","9","001600","00","370","0003063",3458,"3","1"
"0015864","05","1","02","01","1","02600","49","0","018000","00","376","0003065",2183,"3","1"
"0015868","01","1","01","01","1","02000","99","9","009000","00","377","0003068",1116,"4","1"
"0015876","02","1","01","01","3","00180","99","9","002000","00","364","0003071",2773,"3","1"
"0015880","04","1","01","01","1","01800","99","9","024000","00","364","0003072",2758,"3","1"
"0015887","01","1","01","01","3","00600","08","0","005100","02","363","0003077",7145,"1","1"
"0015890","01","1","02","01","1","01500","09","0","005000","00","365","0003078",1223,"4","1"
"0015895","04","1","01","01","3","01700","99","9","020000","00","365","0003080",1553,"4","1"
"0015896","05","1","02","01","1","00000","99","9","037000","07","365","0003080",1553,"4","1"
"0015896","05","1","02","02","2","00900","99","9","006000","04","365","0003080",1553,"4","1"
"0015896","05","1","02","03","6","00500","99","9","002000","02","365","0003080",1553,"4","1"
"0015897","03","1","01","01","1","00400","99","9","001800","00","364","0003081",3029,"3","1"
"0015897","03","1","02","01","1","00900","99","9","003000","00","364","0003081",3029,"3","1"
"0015897","03","1","02","02","2","00150","99","9","001500","00","364","0003081",3029,"3","1"
"0015899","01","1","03","01","3","00300","99","9","000400","03","364","0003082",2966,"3","1"
"0015908","03","1","01","01","1","01500","99","0","017000","00","365","0003084",1169,"4","1"
"0015911","04","1","02","01","1","04000","99","9","010000","02","363","0003085",6939,"2","1"
"0015916","07","1","03","01","3","00120","64","0","002000","00","382","0003087",5444,"2","2"
"0015921","13","1","02","01","3","00150","48","0","002000","06","382","0003087",5444,"2","2"
"0015922","14","1","01","01","3","01400","64","0","004000","00","382","0003087",5444,"2","2"
"0015927","19","1","01","01","3","01000","64","0","008000","02","382","0003087",5444,"2","2"
"0015928","01","1","02","01","3","00160","10","0","000760","00","382","0003088",6596,"2","2"
"0015930","03","1","01","01","3","00180","99","9","000800","02","382","0003088",6596,"2","2"
"0015934","08","1","01","01","3","00415","99","9","000415","00","382","0003088",6596,"2","2"
"0015939","13","1","03","01","3","00500","12","0","002700","02","382","0003088",6596,"2","2"
"0015940","14","1","02","01","3","00180","99","9","001200","00","382","0003088",6596,"2","2"
"0015940","14","1","03","01","3","01250","99","9","006000","00","382","0003088",6596,"2","2"
"0015945","05","1","01","01","3","01100","99","9","004000","00","382","0003089",5395,"3","2"
"0015947","08","1","01","01","1","02200","99","9","006000","00","382","0003089",5395,"3","2"
"0015947","08","1","02","01","1","01200","99","9","002200","00","382","0003089",5395,"3","2"
"0015947","08","1","02","02","3","00000","99","9","001200","03","382","0003089",5395,"3","2"
"0015949","10","1","02","01","3","00000","99","9","001500","01","382","0003089",5395,"3","2"
"0015952","16","1","02","01","3","02000","99","9","010000","00","382","0003089",5395,"3","2"
"0015959","05","1","01","01","1","00800","99","9","006000","04","382","0003090",7128,"2","2"
"0015962","09","1","02","01","3","00595","99","9","001500","00","382","0003090",7128,"2","2"
"0015967","17","1","03","01","3","00000","99","9","003700","08","382","0003090",7128,"2","2"
"0015971","03","1","01","01","3","00180","99","9","000180","00","376","0003091",3007,"3","2"
"0015971","03","1","02","01","3","00000","99","9","010000","05","376","0003091",3007,"3","2"
"0015974","01","1","01","01","1","03000","18","0","015000","00","380","0003092",3441,"2","2"
"0015974","01","1","02","01","1","03800","99","9","012000","00","380","0003092",3441,"2","2"
"0015977","04","1","02","01","3","00200","15","5","001700","00","380","0003092",3441,"2","2"
"0015980","03","1","02","01","1","03000","99","9","015000","00","371","0003093",6240,"3","2"
"0015982","05","1","02","01","1","00500","99","9","001500","00","371","0003093",6240,"3","2"
"0015983","01","1","02","01","3","01000","99","9","007000","02","371","0003094",5818,"2","2"
"0015985","03","1","01","01","7","00225","99","9","002100","01","371","0003094",5818,"2","2"
"0015985","03","1","01","02","7","00217","99","9","001600","01","371","0003094",5818,"2","2"
"0015990","04","1","01","01","1","01000","99","9","001000","00","381","0003095",5566,"3","2"
"0015990","04","1","01","02","3","00500","99","9","002700","00","381","0003095",5566,"3","2"
"0015992","02","1","02","01","3","00200","99","9","001200","00","381","0003096",6168,"2","2"
"0015993","03","1","01","01","3","00823","99","9","005000","00","381","0003096",6168,"2","2"
"0015994","04","1","01","01","3","00300","99","9","002000","00","381","0003096",6168,"2","2"
"0015994","04","1","01","02","1","00600","12","0","004000","00","381","0003096",6168,"2","2"
"0015994","04","1","02","01","3","00100","99","9","000250","00","381","0003096",6168,"2","2"
"0015995","01","1","02","01","1","03000","40","0","015000","00","378","0003097",8424,"2","3"
"0016001","03","1","02","01","3","00600","99","9","009000","01","384","0003098",6099,"2","3"
"0016008","12","1","01","01","3","00700","99","9","012000","00","384","0003098",6099,"2","3"
"0016010","14","1","01","01","3","01500","99","9","008000","00","384","0003098",6099,"2","3"
"0016010","14","1","02","01","3","00400","99","9","002500","00","384","0003098",6099,"2","3"
"0016011","15","1","02","01","3","00480","99","9","002950","00","384","0003098",6099,"2","3"
"0016019","06","1","01","01","3","00170","65","4","000700","02","383","0003099",8005,"2","3"
"0016020","07","1","03","01","1","01100","09","9","002100","00","383","0003099",8005,"2","3"
"0016021","08","1","04","01","3","00200","99","9","003000","10","383","0003099",8005,"2","3"
"0016025","13","1","01","01","3","00450","99","9","005000","99","383","0003099",8005,"2","3"
"0016032","03","1","02","01","3","01300","99","9","007800","00","384","0003100",6561,"1","3"
"0016033","04","1","02","01","3","00240","15","0","002600","02","384","0003100",6561,"1","3"
"0016034","05","1","01","01","3","00500","35","6","002000","06","384","0003100",6561,"1","3"
"0016035","06","1","01","01","3","00100","15","0","001300","00","384","0003100",6561,"1","3"
"0016042","15","1","04","01","3","00200","15","0","002340","00","384","0003100",6561,"1","3"
"0016043","17","1","01","01","3","00400","15","0","002000","00","384","0003100",6561,"1","3"
"0016047","01","1","01","01","3","00000","99","9","020000","12","381","0003101",5989,"2","3"
"0016052","02","1","01","01","7","00500","99","9","001500","00","371","0003102",4328,"1","3"
"0016054","05","1","01","01","1","01400","99","9","004000","00","371","0003102",4328,"1","3"
"0016054","05","1","02","01","5","00400","99","9","001500","00","371","0003102",4328,"1","3"
"0016057","03","1","02","01","3","00400","99","9","000400","00","383","0003103",7112,"2","3"
"0016058","04","1","01","01","3","00500","99","9","005000","00","383","0003103",7112,"2","3"
"0016060","06","1","02","01","3","02000","99","9","019000","05","383","0003103",7112,"2","3"
"0016060","06","1","04","01","3","00200","99","9","006000","03","383","0003103",7112,"2","3"
"0016063","10","1","01","01","3","00800","03","1","008000","00","383","0003103",7112,"2","3"
"0016067","16","1","02","01","3","00850","99","9","008725","00","383","0003103",7112,"2","3"
"0016069","18","1","01","01","1","01000","99","9","003000","00","383","0003103",7112,"2","3"
